geneID	geneSymbol	module
ENSG00000070950	RAD18	metabolic
ENSG00000070961	ATP2B1	metabolic
ENSG00000071794	HLTF	metabolic
ENSG00000072041	SLC6A15	metabolic
ENSG00000072401	UBE2D1	metabolic
ENSG00000072609	CHFR	metabolic
ENSG00000072756	TRNT1	metabolic
ENSG00000073060	SCARB1	metabolic
ENSG00000074370	ATP2A3	metabolic
ENSG00000074621	SLC24A1	metabolic
ENSG00000074803	SLC12A1	metabolic
ENSG00000075415	SLC25A3	metabolic
ENSG00000075673	ATP12A	metabolic
ENSG00000075975	MKRN2	metabolic
ENSG00000076351	SLC46A1	metabolic
ENSG00000077152	UBE2T	metabolic
ENSG00000077254	USP33	metabolic
ENSG00000077721	UBE2A	metabolic
ENSG00000077800	FKBP6	metabolic
ENSG00000078140	UBE2K	metabolic
ENSG00000078747	ITCH	metabolic
ENSG00000078967	UBE2D4	metabolic
ENSG00000079150	FKBP7	metabolic
ENSG00000079215	SLC1A3	metabolic
ENSG00000080493	SLC4A4	metabolic
ENSG00000080802	CNOT4	metabolic
ENSG00000081800	SLC13A1	metabolic
ENSG00000082996	RNF13	metabolic
ENSG00000083168	KAT6A	metabolic
ENSG00000083799	CYLD	metabolic
ENSG00000084072	PPIE	metabolic
ENSG00000085377	PREP	metabolic
ENSG00000085382	HACE1	metabolic
ENSG00000085982	USP40	metabolic
ENSG00000086159	AQP6	metabolic
ENSG00000086758	HUWE1	metabolic
ENSG00000088386	SLC15A1	metabolic
ENSG00000088832	FKBP1A	metabolic
ENSG00000089057	SLC23A2	metabolic
ENSG00000089060	SLC8B1	metabolic
ENSG00000089234	BRAP	metabolic
ENSG00000089472	HEPH	metabolic
ENSG00000090020	SLC9A1	metabolic
ENSG00000090432	MUL1	metabolic
ENSG00000090686	USP48	metabolic
ENSG00000091137	SLC26A4	metabolic
ENSG00000091138	SLC26A3	metabolic
ENSG00000091664	SLC17A6	metabolic
ENSG00000092068	SLC7A8	metabolic
ENSG00000092098	RNF31	metabolic
ENSG00000092148	HECTD1	metabolic
ENSG00000092295	TGM1	metabolic
ENSG00000095139	ARCN1	metabolic
ENSG00000096060	FKBP5	metabolic
ENSG00000099785	MARCHF2	metabolic
ENSG00000099804	CDC34	metabolic
ENSG00000100023	PPIL2	metabolic
ENSG00000100075	SLC25A1	metabolic
ENSG00000100077	GRK3	metabolic
ENSG00000100156	SLC16A8	metabolic
ENSG00000100170	SLC5A1	metabolic
ENSG00000100393	EP300	metabolic
ENSG00000100416	TRMU	metabolic
ENSG00000100442	FKBP3	metabolic
ENSG00000100644	HIF1A	metabolic
ENSG00000100678	SLC8A3	metabolic
ENSG00000100814	CCNB1IP1	metabolic
ENSG00000101276	SLC52A3	metabolic
ENSG00000101306	MYLK2	metabolic
ENSG00000101438	SLC32A1	metabolic
ENSG00000101557	USP14	metabolic
ENSG00000101654	RNMT	metabolic
ENSG00000101695	RNF125	metabolic
ENSG00000101752	MIB1	metabolic
ENSG00000101871	MID1	metabolic
ENSG00000101892	ATP1B4	metabolic
ENSG00000102078	SLC25A14	metabolic
ENSG00000102125	TAFAZZIN	metabolic
ENSG00000102226	USP11	metabolic
ENSG00000102309	PIN4	metabolic
ENSG00000102699	PARP4	metabolic
ENSG00000102743	SLC25A15	metabolic
ENSG00000102858	MGRN1	metabolic
ENSG00000102893	PHKB	metabolic
ENSG00000103044	HAS3	metabolic
ENSG00000103064	SLC7A6	metabolic
ENSG00000103174	NAGPA	metabolic
ENSG00000103194	USP10	metabolic
ENSG00000103257	SLC7A5	metabolic
ENSG00000103266	STUB1	metabolic
ENSG00000103275	UBE2I	metabolic
ENSG00000103375	AQP8	metabolic
ENSG00000103404	USP31	metabolic
ENSG00000103507	BCKDK	metabolic
ENSG00000103510	KAT8	metabolic
ENSG00000103546	SLC6A2	metabolic
ENSG00000103549	RNF40	metabolic
ENSG00000103569	AQP9	metabolic
ENSG00000103657	HERC1	metabolic
ENSG00000104055	TGM5	metabolic
ENSG00000104343	UBE2W	metabolic
ENSG00000104517	UBR5	metabolic
ENSG00000104635	SLC39A14	metabolic
ENSG00000104888	SLC17A7	metabolic
ENSG00000104907	TRMT1	metabolic
ENSG00000105143	SLC1A6	metabolic
ENSG00000105281	SLC1A5	metabolic
ENSG00000105409	ATP1A3	metabolic
ENSG00000105509	HAS1	metabolic
ENSG00000105641	SLC5A5	metabolic
ENSG00000105669	COPE	metabolic
ENSG00000105675	ATP4A	metabolic
ENSG00000105701	FKBP8	metabolic
ENSG00000105879	CBLL1	metabolic
ENSG00000105939	ZC3HAV1	metabolic
ENSG00000106080	FKBP14	metabolic
ENSG00000106346	USP42	metabolic
ENSG00000106459	NRF1	metabolic
ENSG00000106688	SLC1A1	metabolic
ENSG00000107341	UBE2R2	metabolic
ENSG00000107669	ATE1	metabolic
ENSG00000107819	SFXN3	metabolic
ENSG00000107854	TNKS2	metabolic
ENSG00000107954	NEURL1	metabolic
ENSG00000108106	UBE2S	metabolic
ENSG00000108179	PPIF	metabolic
ENSG00000108523	RNF167	metabolic
ENSG00000108528	SLC25A11	metabolic
ENSG00000108576	SLC6A4	metabolic
ENSG00000108773	KAT2A	metabolic
ENSG00000108854	SMURF2	metabolic
ENSG00000108932	SLC16A6	metabolic
ENSG00000109189	USP46	metabolic
ENSG00000109332	UBE2D3	metabolic
ENSG00000109424	UCP1	metabolic
ENSG00000109667	SLC2A9	metabolic
ENSG00000110013	SIAE	metabolic
ENSG00000110195	FOLR1	metabolic
ENSG00000110203	FOLR3	metabolic
ENSG00000110344	UBE4A	metabolic
ENSG00000110395	CBL	metabolic
ENSG00000110436	SLC1A2	metabolic
ENSG00000110628	SLC22A18	metabolic
ENSG00000110911	SLC11A2	metabolic
ENSG00000111181	SLC6A12	metabolic
ENSG00000111224	PARP11	metabolic
ENSG00000111371	SLC38A1	metabolic
ENSG00000111667	USP5	metabolic
ENSG00000111670	GNPTAB	metabolic
ENSG00000111880	RNGTT	metabolic
ENSG00000112053	SLC26A8	metabolic
ENSG00000112077	RHAG	metabolic
ENSG00000112130	RNF8	metabolic
ENSG00000112337	SLC17A2	metabolic
ENSG00000112394	SLC16A10	metabolic
ENSG00000112499	SLC22A2	metabolic
ENSG00000112759	SLC29A1	metabolic
ENSG00000113073	SLC4A9	metabolic
ENSG00000113083	LOX	metabolic
ENSG00000113269	RNF130	metabolic
ENSG00000113396	SLC27A6	metabolic
ENSG00000113504	SLC12A7	metabolic
ENSG00000113593	PPWD1	metabolic
ENSG00000114062	UBE3A	metabolic
ENSG00000114124	GRK7	metabolic
ENSG00000114166	KAT2B	metabolic
ENSG00000114316	USP4	metabolic
ENSG00000114374	USP9Y	metabolic
ENSG00000114423	CBLB	metabolic
ENSG00000114770	ABCC5	metabolic
ENSG00000114857	NKTR	metabolic
ENSG00000114923	SLC4A3	metabolic
ENSG00000114999	TTL	metabolic
ENSG00000115392	FANCL	metabolic
ENSG00000115464	USP34	metabolic
ENSG00000115616	SLC9A2	metabolic
ENSG00000115657	ABCB6	metabolic
ENSG00000115665	SLC5A7	metabolic
ENSG00000115760	BIRC6	metabolic
ENSG00000115828	QPCT	metabolic
ENSG00000115840	SLC25A12	metabolic
ENSG00000115902	SLC1A4	metabolic
ENSG00000116514	RNF19B	metabolic
ENSG00000117394	SLC2A1	metabolic
ENSG00000117479	SLC19A2	metabolic
ENSG00000117543	DPH5	metabolic
ENSG00000117834	SLC5A9	metabolic
ENSG00000118160	SLC8A2	metabolic
ENSG00000118369	USP35	metabolic
ENSG00000118518	RNF146	metabolic
ENSG00000118596	SLC16A7	metabolic
ENSG00000119048	UBE2B	metabolic
ENSG00000119401	TRIM32	metabolic
ENSG00000119782	FKBP1B	metabolic
ENSG00000120265	PCMT1	metabolic
ENSG00000120329	SLC25A2	metabolic
ENSG00000121361	KCNJ8	metabolic
ENSG00000121481	RNF2	metabolic
ENSG00000121769	FABP3	metabolic
ENSG00000122257	RBBP6	metabolic
ENSG00000122642	FKBP9	metabolic
ENSG00000122912	SLC25A16	metabolic
ENSG00000123124	WWP1	metabolic
ENSG00000123552	USP45	metabolic
ENSG00000123643	SLC36A1	metabolic
ENSG00000124067	SLC12A4	metabolic
ENSG00000124140	SLC12A5	metabolic
ENSG00000124275	MTRR	metabolic
ENSG00000124356	STAMBP	metabolic
ENSG00000124422	USP22	metabolic
ENSG00000124486	USP9X	metabolic
ENSG00000124491	F13A1	metabolic
ENSG00000124564	SLC17A3	metabolic
ENSG00000124568	SLC17A1	metabolic
ENSG00000124588	NQO2	metabolic
ENSG00000125454	SLC25A19	metabolic
ENSG00000125484	GTF3C4	metabolic
ENSG00000125780	TGM3	metabolic
ENSG00000126107	HECTD3	metabolic
ENSG00000126261	UBA2	metabolic
ENSG00000127445	PIN1	metabolic
ENSG00000127481	UBR4	metabolic
ENSG00000127948	POR	metabolic
ENSG00000128708	HAT1	metabolic
ENSG00000128731	HERC2	metabolic
ENSG00000129083	COPB1	metabolic
ENSG00000129204	USP6	metabolic
ENSG00000129244	ATP1B2	metabolic
ENSG00000129353	SLC44A2	metabolic
ENSG00000129484	PARP2	metabolic
ENSG00000129873	CDY2B	metabolic
ENSG00000130055	GDPD2	metabolic
ENSG00000130164	LDLR	metabolic
ENSG00000130725	UBE2M	metabolic
ENSG00000130876	SLC7A10	metabolic
ENSG00000130939	UBE4B	metabolic
ENSG00000130985	UBA1	metabolic
ENSG00000131013	PPIL4	metabolic
ENSG00000131183	SLC34A1	metabolic
ENSG00000131389	SLC6A6	metabolic
ENSG00000131508	UBE2D2	metabolic
ENSG00000131653	TRAF7	metabolic
ENSG00000131748	STARD3	metabolic
ENSG00000131864	USP29	metabolic
ENSG00000132164	SLC6A11	metabolic
ENSG00000132256	TRIM5	metabolic
ENSG00000132388	UBE2G1	metabolic
ENSG00000132677	RHBG	metabolic
ENSG00000132681	ATP1A4	metabolic
ENSG00000132874	SLC14A2	metabolic
ENSG00000133065	SLC41A1	metabolic
ENSG00000133135	RNF128	metabolic
ENSG00000133460	SLC2A11	metabolic
ENSG00000133606	MKRN1	metabolic
ENSG00000134013	LOXL2	metabolic
ENSG00000134014	ELP3	metabolic
ENSG00000134285	FKBP11	metabolic
ENSG00000134294	SLC38A2	metabolic
ENSG00000134588	USP26	metabolic
ENSG00000134758	RNF138	metabolic
ENSG00000134852	CLOCK	metabolic
ENSG00000135093	USP30	metabolic
ENSG00000135655	USP15	metabolic
ENSG00000135679	MDM2	metabolic
ENSG00000135740	SLC9A5	metabolic
ENSG00000135913	USP37	metabolic
ENSG00000135917	SLC19A3	metabolic
ENSG00000136014	USP44	metabolic
ENSG00000136052	SLC41A2	metabolic
ENSG00000136250	AOAH	metabolic
ENSG00000136448	NMT1	metabolic
ENSG00000136504	KAT7	metabolic
ENSG00000136536	MARCHF7	metabolic
ENSG00000136856	SLC2A8	metabolic
ENSG00000136868	SLC31A1	metabolic
ENSG00000136878	USP20	metabolic
ENSG00000137168	PPIL1	metabolic
ENSG00000137200	CMTR1	metabolic
ENSG00000137204	SLC22A7	metabolic
ENSG00000137364	TPMT	metabolic
ENSG00000137392	CLPS	metabolic
ENSG00000137393	RNF144B	metabolic
ENSG00000137491	SLCO2B1	metabolic
ENSG00000137731	FXYD2	metabolic
ENSG00000137817	PARP6	metabolic
ENSG00000137860	SLC28A2	metabolic
ENSG00000137868	STRA6	metabolic
ENSG00000137968	SLC44A5	metabolic
ENSG00000137996	RTCA	metabolic
ENSG00000138074	SLC5A6	metabolic
ENSG00000138075	ABCG5	metabolic
ENSG00000138079	SLC3A1	metabolic
ENSG00000138134	STAMBPL1	metabolic
ENSG00000138376	BARD1	metabolic
ENSG00000138398	PPIG	metabolic
ENSG00000138411	HECW2	metabolic
ENSG00000138449	SLC40A1	metabolic
ENSG00000138496	PARP9	metabolic
ENSG00000138592	USP8	metabolic
ENSG00000138617	PARP16	metabolic
ENSG00000138772	ANXA3	metabolic
ENSG00000138821	SLC39A8	metabolic
ENSG00000138942	RNF185	metabolic
ENSG00000139155	SLCO1C1	metabolic
ENSG00000139209	SLC38A4	metabolic
ENSG00000139266	MARCHF9	metabolic
ENSG00000139433	GLTP	metabolic
ENSG00000139514	SLC7A1	metabolic
ENSG00000139540	SLC39A5	metabolic
ENSG00000140090	SLC24A4	metabolic
ENSG00000140199	SLC12A6	metabolic
ENSG00000140367	UBE2Q2	metabolic
ENSG00000140455	USP3	metabolic
ENSG00000140519	RHCG	metabolic
ENSG00000140675	SLC5A2	metabolic
ENSG00000140795	MYLK3	metabolic
ENSG00000141378	PTRH2	metabolic
ENSG00000141424	SLC39A6	metabolic
ENSG00000141469	SLC14A1	metabolic
ENSG00000141485	SLC13A5	metabolic
ENSG00000141526	SLC16A3	metabolic
ENSG00000141756	FKBP10	metabolic
ENSG00000141873	SLC39A3	metabolic
ENSG00000142230	SAE1	metabolic
ENSG00000142273	CBLC	metabolic
ENSG00000142319	SLC6A3	metabolic
ENSG00000142494	SLC47A1	metabolic
ENSG00000142583	SLC2A5	metabolic
ENSG00000143036	SLC44A3	metabolic
ENSG00000143153	ATP1B1	metabolic
ENSG00000143158	MPC2	metabolic
ENSG00000143207	COP1	metabolic
ENSG00000143258	USP21	metabolic
ENSG00000143278	F13B	metabolic
ENSG00000143570	SLC39A1	metabolic
ENSG00000143595	AQP10	metabolic
ENSG00000143799	PARP1	metabolic
ENSG00000143870	PDIA6	metabolic
ENSG00000143921	ABCG8	metabolic
ENSG00000143933	CALM2	metabolic
ENSG00000144136	SLC20A1	metabolic
ENSG00000144290	SLC4A10	metabolic
ENSG00000144357	UBR3	metabolic
ENSG00000144583	MARCHF4	metabolic
ENSG00000144659	SLC25A38	metabolic
ENSG00000144741	SLC25A26	metabolic
ENSG00000144744	UBA3	metabolic
ENSG00000145217	SLC26A1	metabolic
ENSG00000145283	SLC10A6	metabolic
ENSG00000145384	FABP2	metabolic
ENSG00000145416	MARCHF1	metabolic
ENSG00000145495	MARCHF6	metabolic
ENSG00000145730	PAM	metabolic
ENSG00000145949	MYLK4	metabolic
ENSG00000146039	SLC17A4	metabolic
ENSG00000146373	RNF217	metabolic
ENSG00000146411	SLC2A12	metabolic
ENSG00000146414	SHPRH	metabolic
ENSG00000146477	SLC22A3	metabolic
ENSG00000146648	EGFR	metabolic
ENSG00000147100	SLC16A2	metabolic
ENSG00000147454	SLC25A37	metabolic
ENSG00000147606	SLC26A7	metabolic
ENSG00000147804	SLC39A4	metabolic
ENSG00000147854	UHRF2	metabolic
ENSG00000148356	LRSAM1	metabolic
ENSG00000148634	HERC4	metabolic
ENSG00000148942	SLC5A12	metabolic
ENSG00000149150	SLC43A1	metabolic
ENSG00000149452	SLC22A8	metabolic
ENSG00000151012	SLC7A11	metabolic
ENSG00000151092	NGLY1	metabolic
ENSG00000151148	UBE3B	metabolic
ENSG00000151229	SLC2A13	metabolic
ENSG00000151576	QTRT2	metabolic
ENSG00000151692	RNF144A	metabolic
ENSG00000151729	SLC25A4	metabolic
ENSG00000151883	PARP8	metabolic
ENSG00000152256	PDK1	metabolic
ENSG00000152465	NMT2	metabolic
ENSG00000152484	USP12	metabolic
ENSG00000152779	SLC16A12	metabolic
ENSG00000153015	CWC27	metabolic
ENSG00000153291	SLC25A27	metabolic
ENSG00000153827	TRIP12	metabolic
ENSG00000153904	DDAH1	metabolic
ENSG00000154025	SLC5A10	metabolic
ENSG00000154370	TRIM11	metabolic
ENSG00000154447	SH3RF1	metabolic
ENSG00000154914	USP43	metabolic
ENSG00000155287	SLC25A28	metabolic
ENSG00000155313	USP25	metabolic
ENSG00000155368	DBI	metabolic
ENSG00000155380	SLC16A1	metabolic
ENSG00000155465	SLC7A7	metabolic
ENSG00000155660	PDIA4	metabolic
ENSG00000155827	RNF20	metabolic
ENSG00000155850	SLC26A2	metabolic
ENSG00000155886	SLC24A2	metabolic
ENSG00000156006	NAT2	metabolic
ENSG00000156222	SLC28A1	metabolic
ENSG00000156256	USP16	metabolic
ENSG00000156463	SH3RF2	metabolic
ENSG00000156587	UBE2L6	metabolic
ENSG00000156650	KAT6B	metabolic
ENSG00000156873	PHKG2	metabolic
ENSG00000156983	BRPF1	metabolic
ENSG00000157087	ATP2B2	metabolic
ENSG00000157103	SLC6A1	metabolic
ENSG00000157765	SLC34A2	metabolic
ENSG00000158022	TRIM63	metabolic
ENSG00000158296	SLC13A3	metabolic
ENSG00000158623	COPG2	metabolic
ENSG00000158865	SLC5A11	metabolic
ENSG00000159202	UBE2Z	metabolic
ENSG00000159459	UBR1	metabolic
ENSG00000159461	AMFR	metabolic
ENSG00000159495	TGM7	metabolic
ENSG00000159527	PGLYRP3	metabolic
ENSG00000159593	NAE1	metabolic
ENSG00000160014	CALM3	metabolic
ENSG00000160087	UBE2J2	metabolic
ENSG00000160179	ABCG1	metabolic
ENSG00000160190	SLC37A1	metabolic
ENSG00000160326	SLC2A6	metabolic
ENSG00000160714	UBE2Q1	metabolic
ENSG00000161031	PGLYRP2	metabolic
ENSG00000161133	USP41	metabolic
ENSG00000161798	AQP5	metabolic
ENSG00000162298	SYVN1	metabolic
ENSG00000162383	SLC1A7	metabolic
ENSG00000162402	USP24	metabolic
ENSG00000162607	USP1	metabolic
ENSG00000163012	ZSWIM2	metabolic
ENSG00000163162	RNF149	metabolic
ENSG00000163218	PGLYRP4	metabolic
ENSG00000163393	SLC22A15	metabolic
ENSG00000163399	ATP1A1	metabolic
ENSG00000163406	SLC15A2	metabolic
ENSG00000163481	RNF25	metabolic
ENSG00000163581	SLC2A2	metabolic
ENSG00000163659	TIPARP	metabolic
ENSG00000163743	RCHY1	metabolic
ENSG00000163810	TGM4	metabolic
ENSG00000163817	SLC6A20	metabolic
ENSG00000164197	RNF180	metabolic
ENSG00000164363	SLC6A18	metabolic
ENSG00000164434	FABP7	metabolic
ENSG00000164466	SFXN1	metabolic
ENSG00000164638	SLC29A4	metabolic
ENSG00000164663	USP49	metabolic
ENSG00000164687	FABP5	metabolic
ENSG00000164707	SLC13A4	metabolic
ENSG00000164776	PHKG1	metabolic
ENSG00000164889	SLC4A2	metabolic
ENSG00000164933	SLC25A32	metabolic
ENSG00000164951	PDP1	metabolic
ENSG00000164978	NUDT2	metabolic
ENSG00000165269	AQP7	metabolic
ENSG00000165272	AQP3	metabolic
ENSG00000165338	HECTD2	metabolic
ENSG00000165349	SLC7A3	metabolic
ENSG00000165406	MARCHF8	metabolic
ENSG00000165449	SLC16A9	metabolic
ENSG00000165457	FOLR2	metabolic
ENSG00000165646	SLC18A2	metabolic
ENSG00000165794	SLC39A2	metabolic
ENSG00000165819	METTL3	metabolic
ENSG00000165970	SLC6A5	metabolic
ENSG00000166135	HIF1AN	metabolic
ENSG00000166349	RAG1	metabolic
ENSG00000166479	TMX3	metabolic
ENSG00000166747	AP1G1	metabolic
ENSG00000166794	PPIB	metabolic
ENSG00000166948	TGM6	metabolic
ENSG00000167004	PDIA3	metabolic
ENSG00000167397	VKORC1	metabolic
ENSG00000167580	AQP2	metabolic
ENSG00000167703	SLC43A2	metabolic
ENSG00000167862	MRPL58	metabolic
ENSG00000168003	SLC3A2	metabolic
ENSG00000168065	SLC22A11	metabolic
ENSG00000168159	RNF187	metabolic
ENSG00000168411	RFWD3	metabolic
ENSG00000168575	SLC20A2	metabolic
ENSG00000168679	SLC16A4	metabolic
ENSG00000168938	PPIC	metabolic
ENSG00000169100	SLC25A6	metabolic
ENSG00000170035	UBE2E3	metabolic
ENSG00000170142	UBE2E1	metabolic
ENSG00000170185	USP38	metabolic
ENSG00000170190	SLC16A5	metabolic
ENSG00000170231	FABP6	metabolic
ENSG00000170242	USP47	metabolic
ENSG00000170323	FABP4	metabolic
ENSG00000170385	SLC30A1	metabolic
ENSG00000170430	MGMT	metabolic
ENSG00000170482	SLC23A1	metabolic
ENSG00000170832	USP32	metabolic
ENSG00000170881	RNF139	metabolic
ENSG00000170961	HAS2	metabolic
ENSG00000171428	NAT1	metabolic
ENSG00000171497	PPID	metabolic
ENSG00000171885	AQP4	metabolic
ENSG00000171960	PPIH	metabolic
ENSG00000172046	USP19	metabolic
ENSG00000172288	CDY1	metabolic
ENSG00000172352	CDY1B	metabolic
ENSG00000172840	PDP2	metabolic
ENSG00000172977	KAT5	metabolic
ENSG00000172985	SH3RF3	metabolic
ENSG00000173020	GRK2	metabolic
ENSG00000173193	PARP14	metabolic
ENSG00000173200	PARP15	metabolic
ENSG00000173262	SLC2A14	metabolic
ENSG00000173273	TNKS	metabolic
ENSG00000173486	FKBP2	metabolic
ENSG00000173638	SLC19A1	metabolic
ENSG00000173838	MARCHF10	metabolic
ENSG00000173926	MARCHF3	metabolic
ENSG00000174327	SLC16A13	metabolic
ENSG00000174358	SLC6A19	metabolic
ENSG00000174437	ATP2A2	metabolic
ENSG00000174502	SLC26A9	metabolic
ENSG00000174640	SLCO2A1	metabolic
ENSG00000174669	SLC29A2	metabolic
ENSG00000175063	UBE2C	metabolic
ENSG00000175309	PHYKPL	metabolic
ENSG00000175564	UCP3	metabolic
ENSG00000175567	UCP2	metabolic
ENSG00000175592	FOSL1	metabolic
ENSG00000175806	MSRA	metabolic
ENSG00000175809	CBLL2	metabolic
ENSG00000175931	UBE2O	metabolic
ENSG00000176463	SLCO3A1	metabolic
ENSG00000176641	RNF152	metabolic
ENSG00000177192	PUS1	metabolic
ENSG00000177414	UBE2U	metabolic
ENSG00000177542	SLC25A22	metabolic
ENSG00000177889	UBE2N	metabolic
ENSG00000178685	PARP10	metabolic
ENSG00000179455	MKRN3	metabolic
ENSG00000179520	SLC17A8	metabolic
ENSG00000180233	ZNRF2	metabolic
ENSG00000180251	SLC9A4	metabolic
ENSG00000180537	RNF182	metabolic
ENSG00000180638	SLC47A2	metabolic
ENSG00000180773	SLC36A4	metabolic
ENSG00000181035	SLC25A42	metabolic
ENSG00000181045	SLC26A11	metabolic
ENSG00000181191	PJA1	metabolic
ENSG00000181788	SIAH2	metabolic
ENSG00000181789	COPG1	metabolic
ENSG00000181804	SLC9A9	metabolic
ENSG00000181852	RNF41	metabolic
ENSG00000181856	SLC2A4	metabolic
ENSG00000182179	UBA7	metabolic
ENSG00000182247	UBE2E2	metabolic
ENSG00000182415	CDY2A	metabolic
ENSG00000182670	TTC3	metabolic
ENSG00000182902	SLC25A18	metabolic
ENSG00000183023	SLC8A1	metabolic
ENSG00000183032	SLC25A21	metabolic
ENSG00000183048	SLC25A10	metabolic
ENSG00000183654	MARCHF11	metabolic
ENSG00000184182	UBE2F	metabolic
ENSG00000184207	PGP	metabolic
ENSG00000184432	COPB2	metabolic
ENSG00000184787	UBE2G2	metabolic
ENSG00000184979	USP18	metabolic
ENSG00000184999	SLC22A10	metabolic
ENSG00000185052	SLC24A3	metabolic
ENSG00000185345	PRKN	metabolic
ENSG00000185624	P4HB	metabolic
ENSG00000185651	UBE2L3	metabolic
ENSG00000185974	GRK1	metabolic
ENSG00000186009	ATP4B	metabolic
ENSG00000186187	ZNRF1	metabolic
ENSG00000186334	SLC36A3	metabolic
ENSG00000186335	SLC36A2	metabolic
ENSG00000186591	UBE2H	metabolic
ENSG00000187024	PTRH1	metabolic
ENSG00000187486	KCNJ11	metabolic
ENSG00000187555	USP7	metabolic
ENSG00000187566	NHLRC1	metabolic
ENSG00000187714	SLC18A3	metabolic
ENSG00000188050	RNF133	metabolic
ENSG00000188266	HYKK	metabolic
ENSG00000188338	SLC38A3	metabolic
ENSG00000188467	SLC24A5	metabolic
ENSG00000188687	SLC4A5	metabolic
ENSG00000189283	FHIT	metabolic
ENSG00000196262	PPIA	metabolic
ENSG00000196296	ATP2A1	metabolic
ENSG00000196470	SIAH1	metabolic
ENSG00000196517	SLC6A9	metabolic
ENSG00000196950	SLC39A10	metabolic
ENSG00000197241	SLC2A7	metabolic
ENSG00000197323	TRIM33	metabolic
ENSG00000197416	FABP12	metabolic
ENSG00000197496	SLC2A10	metabolic
ENSG00000197506	SLC28A3	metabolic
ENSG00000197530	MIB2	metabolic
ENSG00000197579	TOPORS	metabolic
ENSG00000197891	SLC22A12	metabolic
ENSG00000197901	SLC22A6	metabolic
ENSG00000198060	MARCHF5	metabolic
ENSG00000198363	ASPH	metabolic
ENSG00000198373	WWP2	metabolic
ENSG00000198408	OGA	metabolic
ENSG00000198569	SLC34A3	metabolic
ENSG00000198668	CALM1	metabolic
ENSG00000198742	SMURF1	metabolic
ENSG00000198743	SLC5A3	metabolic
ENSG00000198833	UBE2J1	metabolic
ENSG00000198919	DZIP3	metabolic
ENSG00000198959	TGM2	metabolic
ENSG00000198961	PJA2	metabolic
ENSG00000204227	RING1	metabolic
ENSG00000204308	RNF5	metabolic
ENSG00000204385	SLC44A4	metabolic
ENSG00000205186	FABP9	metabolic
ENSG00000213339	QTRT1	metabolic
ENSG00000213722	DDAH2	metabolic
ENSG00000214357	NEURL1B	metabolic
ENSG00000214435	AS3MT	metabolic
ENSG00000215218	UBE2QL1	metabolic
ENSG00000223443	USP17L2	metabolic
ENSG00000225697	SLC26A6	metabolic
ENSG00000227140	USP17L5	metabolic
ENSG00000228856	USP17L30	metabolic
ENSG00000229579	USP17L26	metabolic
ENSG00000230430	USP17L25	metabolic
ENSG00000231051	USP17L28	metabolic
ENSG00000231637	USP17L29	metabolic
ENSG00000232264	USP17L24	metabolic
ENSG00000235780	USP17L27	metabolic
ENSG00000236334	PPIAL4G	metabolic
ENSG00000238205	MPC1L	metabolic
ENSG00000239305	RNF103	metabolic
ENSG00000240344	PPIL3	metabolic
ENSG00000240583	AQP1	metabolic
ENSG00000247746	USP51	metabolic
ENSG00000248933	USP17L22	metabolic
ENSG00000256870	SLC5A8	metabolic
ENSG00000258429	PDF	metabolic
ENSG00000263353	PPIAL4A	metabolic
ENSG00000265491	RNF115	metabolic
ENSG00000268104	SLC6A14	metabolic
ENSG00000271567	PPIAL4E	metabolic
ENSG00000273820	USP27X	metabolic
ENSG00000276043	UHRF1	metabolic
ENSG00000017797	RALBP1	metabolic
ENSG00000025800	KPNA6	metabolic
ENSG00000030066	NUP160	metabolic
ENSG00000033627	ATP6V0A1	metabolic
ENSG00000047249	ATP6V1H	metabolic
ENSG00000047410	TPR	metabolic
ENSG00000058804	NDC1	metabolic
ENSG00000065923	SLC9A7	metabolic
ENSG00000066926	FECH	metabolic
ENSG00000068650	ATP11A	metabolic
ENSG00000069248	NUP133	metabolic
ENSG00000071553	ATP6AP1	metabolic
ENSG00000072062	PRKACA	metabolic
ENSG00000075188	NUP37	metabolic
ENSG00000081923	ATP8B1	metabolic
ENSG00000085415	SEH1L	metabolic
ENSG00000085563	ABCB1	metabolic
ENSG00000093000	NUP50	metabolic
ENSG00000094914	AAAS	metabolic
ENSG00000095319	NUP188	metabolic
ENSG00000100372	SLC25A17	metabolic
ENSG00000100554	ATP6V1D	metabolic
ENSG00000100865	CINP	metabolic
ENSG00000101146	RAE1	metabolic
ENSG00000101974	ATP11C	metabolic
ENSG00000102100	SLC35A2	metabolic
ENSG00000102794	ACOD1	metabolic
ENSG00000102900	NUP93	metabolic
ENSG00000104044	OCA2	metabolic
ENSG00000105355	PLIN3	metabolic
ENSG00000105929	ATP6V0A4	metabolic
ENSG00000108559	NUP88	metabolic
ENSG00000110446	SLC15A3	metabolic
ENSG00000110536	PTPMT1	metabolic
ENSG00000110713	NUP98	metabolic
ENSG00000110719	TCIRG1	metabolic
ENSG00000111581	NUP107	metabolic
ENSG00000112304	ACOT13	metabolic
ENSG00000112473	SLC39A7	metabolic
ENSG00000113163	CERT1	metabolic
ENSG00000113532	ST8SIA4	metabolic
ENSG00000113569	NUP155	metabolic
ENSG00000113732	ATP6V0E1	metabolic
ENSG00000114573	ATP6V1A	metabolic
ENSG00000115677	HDLBP	metabolic
ENSG00000116039	ATP6V1B1	metabolic
